,1049.827_10pct,1049.827_30pct,1049.827_50pct,1049.827_70pct,1049.827_90pct,1009.827_10pct,1009.827_30pct,1009.827_50pct,1009.827_70pct,1009.827_90pct
5.63269,0.0,0.0,0.0,0.0,0.1331,0.0,0.0,0.0,0.0,1.0
9.816974,0.0,0.0,0.0,0.0,0.4825,0.0,0.0,0.0,0.0,0.0
15.127796,0.0,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0
17.380872,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0
27.197846000000002,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0
35.566414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.03817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.808444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.188058000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.337946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.039428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.511184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.76426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.66107199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.650026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.903102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.213924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.720076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.548096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.249578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.629192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.36506999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.6071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
