"","Linf","k","sigma_linf","sigma_k","sigma_obs"
"1",1813.67366927308,0.0257474363078546,0.521260756696796,NA,0.00529511960125745
"2",1329.64038066437,0.00148602873627172,0.736910856673676,NA,0.584625744771792
"3",1148.53556039488,0.0559287062152817,0.0424232229160356,1.01781255469473,0.00339110975927498
"4",1558.08645104476,0.00145545707106869,0.604363397841523,0.512963313674624,0.584778041785819
"5",1951.19763074442,0.0149437045082345,0.64887946765061,NA,0.0083516603305627
"6",1372.834709211,0.00247630997482172,0.702155053529143,NA,0.609083234348382
"7",2375.39790127652,0.0114125543344502,0.117441214939161,0.921738396245652,0.00733337384806425
"8",1569.22471203425,0.00200008195219265,1.1046716602147,0.492239785113922,0.608883620319575
